City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Russell,US,32.3502,-85.1999,79.83,92,75,0.0,broken clouds
349,Panama City,PA,8.9936,-79.5197,81.05,91,80,4.65,broken clouds
350,Liberal,US,37.0431,-100.921,71.87,94,90,9.22,overcast clouds
351,Ahvaz,IR,31.3203,48.6693,101.57,9,0,11.68,clear sky
352,Matara,LK,5.9485,80.5353,79.59,86,100,10.38,overcast clouds
353,Tchibanga,GA,-2.85,11.0333,69.71,95,58,1.43,broken clouds
354,Ban Nahin,LA,18.2418,104.2122,83.03,77,100,2.84,overcast clouds
355,Muskegon,US,43.3,-86.1334,66.06,72,20,11.5,few clouds
356,Nouadhibou,MR,20.931,-17.0347,65.93,87,24,24.32,few clouds
357,Cam Ranh,VN,11.9214,109.1591,91.36,55,20,5.75,few clouds
358,Maloy,NO,61.9353,5.1136,57.06,87,0,8.81,clear sky
359,Kendari,ID,-3.945,122.4989,78.76,89,100,1.92,overcast clouds
360,Yamada,JP,39.4667,141.95,66.97,95,100,3.49,overcast clouds
361,Sussex,US,41.1834,-74.6663,71.6,91,75,0.0,light rain
362,Sortland,NO,68.6949,15.4162,50.49,92,47,5.17,scattered clouds
363,Kenai,US,60.5544,-151.2583,62.02,74,90,4.61,overcast clouds
364,Buraydah,SA,26.326,43.975,88.23,10,0,10.54,clear sky
365,Talnakh,RU,69.4865,88.3972,53.11,91,100,12.91,moderate rain
366,Nahavand,IR,34.1885,48.377,68.76,23,0,1.92,clear sky
367,Thio,NC,-21.6167,166.2167,75.16,64,81,16.26,broken clouds
368,Saint Anthony,US,45.0205,-93.218,78.75,58,1,1.99,clear sky
369,Solikamsk,RU,59.6196,56.7729,69.6,93,48,3.0,scattered clouds
370,Nehe,CN,48.4833,124.8333,67.66,84,100,2.66,overcast clouds
371,Ewa Beach,US,21.3156,-158.0072,85.95,51,75,9.22,broken clouds
372,Aklavik,CA,68.2191,-135.0107,60.66,61,98,11.81,overcast clouds
373,Manono,CD,-7.3,27.4167,68.09,40,26,2.66,scattered clouds
374,Priargunsk,RU,50.3691,119.1012,64.58,72,99,14.61,overcast clouds
375,Liepaja,LV,56.5419,21.0367,66.25,94,20,3.44,few clouds
376,Sur,OM,22.5667,59.5289,90.55,46,4,3.09,clear sky
377,Kahului,US,20.8947,-156.47,85.96,67,40,24.16,scattered clouds
378,Belmonte,BR,-15.8631,-38.8828,68.5,85,93,13.47,overcast clouds
379,Korla,CN,41.7597,86.1469,85.68,17,0,2.01,clear sky
380,Save,BJ,8.0425,2.486,74.35,92,78,3.27,broken clouds
381,Abu Zabad,SD,12.35,29.25,77.79,67,20,7.27,few clouds
382,Inhambane,MZ,-23.865,35.3833,64.67,83,0,2.42,clear sky
383,Pizarro,CO,4.9533,-77.366,76.37,85,96,2.64,overcast clouds
384,Marrakesh,MA,31.6315,-8.0083,73.47,56,0,6.91,clear sky
385,Richards Bay,ZA,-28.783,32.0377,60.62,75,0,4.54,clear sky
386,Kindu,CD,-2.95,25.95,73.67,49,88,1.05,overcast clouds
387,Grand-Santi,GF,4.25,-54.3833,71.17,99,100,1.32,overcast clouds
388,Znamenskoye,RU,57.1281,73.8282,71.38,88,5,6.42,clear sky
389,Maningrida,AU,-12.0667,134.2667,84.74,48,10,13.06,clear sky
390,Daru,PG,-9.0763,143.2092,79.59,75,87,15.05,overcast clouds
391,Acajutla,SV,13.5928,-89.8275,80.4,81,70,5.08,broken clouds
392,Ottawa,CA,45.4112,-75.6981,66.13,82,100,5.41,overcast clouds
393,Idenao,CM,4.2475,9.0047,76.03,91,86,2.55,light rain
394,Marzuq,YE,14.4,46.4667,77.23,45,35,5.3,scattered clouds
395,Tutoia,BR,-2.7619,-42.2744,77.5,88,100,12.59,overcast clouds
396,Xai-Xai,MZ,-25.0519,33.6442,69.26,85,0,9.46,clear sky
397,Smithers,CA,54.7804,-127.1743,76.06,25,0,7.99,clear sky
398,Coahuayana,MX,18.7333,-103.6833,80.08,94,100,3.62,overcast clouds
399,Ondjiva,AO,-17.0667,15.7333,53.01,29,21,6.62,few clouds
400,Jiuquan,CN,39.7432,98.5174,79.61,16,1,10.16,clear sky
401,Hargeysa,SO,9.56,44.065,69.67,51,10,24.87,clear sky
402,Pakdasht,IR,35.4752,51.6807,82.4,23,1,1.59,clear sky
403,Lahaina,US,20.8783,-156.6825,85.95,80,45,13.42,scattered clouds
404,Nueva Italia,PY,-25.6167,-57.5,54.63,60,28,6.96,scattered clouds
405,Biak,ID,-0.9131,122.8766,78.8,84,100,8.37,overcast clouds
406,Ziro,IN,27.6333,93.8333,63.21,91,100,1.66,overcast clouds
407,Fereydun Kenar,IR,36.6864,52.5225,79.74,80,80,5.46,broken clouds
408,Chokwe,MZ,-24.5333,32.9833,62.64,93,0,5.77,clear sky
409,Kushiro,JP,42.975,144.3747,61.75,100,75,8.05,fog
410,Kemijarvi,FI,66.7131,27.4306,53.06,64,21,4.9,few clouds
411,Bonavista,CA,48.6499,-53.1147,47.12,93,100,13.11,light rain
412,Dabat,ET,12.9842,37.765,52.66,77,5,2.37,clear sky
413,Lasa,IT,46.6166,10.7002,56.03,90,56,3.89,broken clouds
414,Rindal,NO,63.0565,9.2124,57.31,63,6,2.84,clear sky
415,Altay,CN,47.8667,88.1167,72.37,53,42,3.29,scattered clouds
416,Hambantota,LK,6.1241,81.1185,82.18,76,82,17.2,broken clouds
417,Copacabana,CO,6.3463,-75.5089,66.63,99,64,2.26,broken clouds
418,Melfort,CA,52.8667,-104.6177,77.99,65,0,8.1,clear sky
419,Sangar,RU,63.9242,127.4739,79.75,36,100,7.31,overcast clouds
420,Pochutla,MX,15.7432,-96.4661,76.05,90,100,1.77,overcast clouds
421,Kungurtug,RU,50.5994,97.5228,49.32,89,100,1.21,moderate rain
422,Tumpat,MY,6.1978,102.171,80.73,80,82,4.47,broken clouds
423,Dalhousie,IN,32.5333,75.9833,76.66,24,48,5.08,scattered clouds
424,Ustka,PL,54.5805,16.8619,60.06,96,100,9.84,overcast clouds
425,Comodoro Rivadavia,AR,-45.8667,-67.5,44.22,50,73,22.08,broken clouds
426,Sabzevar,IR,36.2126,57.6819,80.83,28,0,6.69,clear sky
427,Sedan,FR,49.6667,5.0,55.72,92,100,1.5,overcast clouds
428,Torata,PE,-17.0769,-70.8433,55.44,41,0,1.19,clear sky
429,Iranshahr,IR,27.2025,60.6848,88.07,15,5,4.79,clear sky
430,Beyneu,KZ,45.3167,55.2,81.55,40,0,8.21,clear sky
431,Goderich,CA,43.7501,-81.7165,61.92,78,0,18.84,clear sky
432,Gushikawa,JP,26.3544,127.8686,85.62,84,40,13.8,light rain
433,Shakawe,BW,-18.3667,21.85,51.58,34,5,5.35,clear sky
434,Ayia Marina,GR,37.75,23.5333,85.28,71,0,19.35,clear sky
435,Boueni,YT,-12.9025,45.0761,76.98,67,56,15.01,broken clouds
436,Saldanha,ZA,-33.0117,17.9442,57.04,87,59,11.3,broken clouds
437,Peniche,PT,39.3558,-9.3811,62.08,88,3,4.7,clear sky
438,Meulaboh,ID,4.1363,96.1285,79.84,77,100,4.23,overcast clouds
439,Igarka,RU,67.4667,86.5833,50.47,95,100,10.89,light rain
440,Palauig,PH,15.435,119.9045,84.99,72,100,2.82,overcast clouds
441,Sabha,LY,27.0377,14.4283,88.92,15,0,12.15,clear sky
442,Sakakah,SA,29.9697,40.2064,84.34,25,0,12.68,clear sky
443,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.1,83,27,10.2,scattered clouds
444,Kumphawapi,TH,17.1087,103.0149,89.01,69,100,5.06,overcast clouds
445,Hornepayne,CA,49.2138,-84.7705,53.96,70,99,4.18,overcast clouds
446,Nanning,CN,22.8167,108.3167,88.38,72,100,10.87,overcast clouds
447,Vetrisoaia,RO,46.43,28.2083,65.84,96,100,4.52,moderate rain
448,Luau,AO,-10.7073,22.2247,55.06,32,0,3.62,clear sky
449,Scottsbluff,US,41.8666,-103.6672,73.22,79,90,5.75,overcast clouds
450,Svetlogorsk,BY,52.6333,29.7333,62.76,94,71,6.62,light rain
451,Lompoc,US,34.6391,-120.4579,77.56,80,90,11.5,overcast clouds
452,Tilichiki,RU,60.4667,166.1,55.96,47,85,16.13,overcast clouds
453,Alofi,NU,-19.0595,-169.9187,82.29,83,40,9.22,light rain
454,Doka,SD,13.5167,35.7667,75.36,71,100,8.7,overcast clouds
455,Ataco,CO,3.5915,-75.3818,72.28,78,30,4.03,scattered clouds
456,Kasempa,ZM,-13.4584,25.8338,50.59,35,1,4.85,clear sky
457,Kuching,MY,1.55,110.3333,77.22,88,20,3.44,few clouds
458,Skuodas,LT,56.2667,21.5333,66.06,93,64,6.02,broken clouds
459,Jinchang,CN,38.4953,102.1739,75.06,22,0,9.13,clear sky
460,Dudinka,RU,69.4058,86.1778,52.57,89,100,15.86,moderate rain
461,Mari-Turek,RU,56.7895,49.6235,63.41,93,5,4.23,clear sky
462,Gazojak,TM,41.1875,61.4036,89.64,24,7,10.16,clear sky
463,Sarlat-La-Caneda,FR,44.889,1.2166,62.55,95,28,0.76,scattered clouds
464,Byron Bay,AU,-28.65,153.6167,69.06,86,84,11.39,light rain
465,Lavrentiya,RU,65.5833,-171.0,39.16,86,100,20.13,light rain
466,Pokhara,NP,28.2333,83.9833,72.79,88,100,2.37,overcast clouds
467,Farmington,US,36.7281,-108.2187,87.78,24,1,8.05,clear sky
468,Ravar,IR,31.2656,56.8055,80.96,18,0,1.97,clear sky
469,Aykhal,RU,66.0,111.5,65.48,59,100,6.67,overcast clouds
470,Yendi,GH,9.4427,-0.0099,71.96,88,100,4.94,overcast clouds
471,San Pedro,PH,14.35,121.0167,87.35,69,75,6.91,broken clouds
472,Livadiya,RU,42.8692,132.6764,67.26,75,43,11.05,scattered clouds
473,Santa Marinella,IT,42.0345,11.8536,72.91,86,20,9.01,few clouds
474,Remiremont,FR,48.0175,6.5882,54.66,96,25,2.39,scattered clouds
475,Taoudenni,ML,22.6783,-3.9836,98.42,20,93,8.25,overcast clouds
476,Barahona,DO,18.2085,-71.1008,79.18,81,100,12.8,overcast clouds
477,Uray,RU,60.1247,64.7758,73.17,82,74,5.79,broken clouds
478,Lipin Bor,RU,60.2622,37.9763,53.4,88,100,8.68,light rain
479,Qujing,CN,25.4833,103.7833,67.73,87,100,13.82,light rain
480,Hirado,JP,33.3597,129.5531,83.35,91,100,11.9,overcast clouds
481,Banjar,ID,-8.19,114.9675,82.26,62,25,2.1,scattered clouds
482,Gloversville,US,43.0528,-74.3438,65.79,98,100,1.01,overcast clouds
483,Greenville,US,35.6127,-77.3663,82.81,69,1,13.8,clear sky
484,Port-Gentil,GA,-0.7193,8.7815,76.21,86,49,15.3,scattered clouds
485,Morros,BR,-9.4467,-46.3003,79.18,36,100,6.33,overcast clouds
486,Madimba,TZ,-10.4,40.3333,68.31,88,62,7.25,broken clouds
487,Bossangoa,CF,6.4926,17.4552,68.74,95,100,4.09,overcast clouds
488,Brae,GB,60.3964,-1.353,53.51,93,4,5.32,clear sky
489,Sioux Lookout,CA,50.1001,-91.917,64.81,45,84,0.65,broken clouds
490,Changping,CN,40.2186,116.2197,74.84,49,17,5.3,few clouds
491,Dauphin,CA,51.1494,-100.0502,76.51,65,0,6.13,clear sky
492,Tres Palos,MX,18.1833,-101.6167,74.01,98,95,2.39,overcast clouds
493,Boromo,BF,11.75,-2.9333,73.99,77,100,4.88,moderate rain
494,Sartana,UA,47.1744,37.6927,70.86,100,54,2.98,broken clouds
495,Nemuro,JP,43.3236,145.575,58.17,92,93,12.03,overcast clouds
496,Dzhebariki-Khaya,RU,62.2167,135.8,88.66,26,89,3.44,overcast clouds
497,Chepareria,KE,1.3077,35.2039,59.41,81,82,3.22,broken clouds
498,Manakara,MG,-22.1333,48.0167,62.26,93,6,4.54,clear sky
499,Hofn,IS,64.2539,-15.2082,51.84,81,100,7.85,overcast clouds
500,Mende,FR,44.6667,3.5,47.48,96,0,1.52,clear sky
501,Pokosnoye,RU,55.5258,101.0536,61.41,76,100,7.14,overcast clouds
502,Ambanja,MG,-13.6833,48.45,67.17,77,80,3.96,broken clouds
503,Itoman,JP,26.1247,127.6694,86.4,89,75,10.36,broken clouds
504,Manokwari,ID,-0.8667,134.0833,82.94,70,15,3.87,few clouds
505,Sibolga,ID,1.7427,98.7792,80.76,81,100,1.5,light rain
506,Jasper,US,37.2001,-94.3502,77.02,85,60,8.5,broken clouds
507,Sao Filipe,CV,14.8961,-24.4956,75.52,67,76,5.5,broken clouds
508,Wuda,CN,39.4994,106.7117,78.48,23,100,13.65,overcast clouds
509,Mandalgovi,MN,45.7625,106.2708,55.2,67,99,10.51,overcast clouds
510,Cedral,MX,23.8,-100.7333,72.57,56,99,9.91,overcast clouds
511,Camabatela,AO,-8.1881,15.375,57.85,34,44,3.24,scattered clouds
512,Ilabaya,PE,-17.4208,-70.5133,62.06,47,0,1.07,clear sky
513,Tanout,NE,14.9709,8.8879,88.38,32,24,7.67,few clouds
514,Atocha,BO,-20.9333,-66.2333,37.99,18,0,4.27,clear sky
515,Oriximina,BR,-1.7656,-55.8661,75.04,72,90,3.8,overcast clouds
516,Tevaitoa,PF,-16.7833,-151.5,79.86,73,11,26.08,few clouds
517,Westport,US,41.1415,-73.3579,73.26,95,90,1.01,mist
518,El Tarra,CO,8.5756,-73.0949,74.62,95,66,2.77,broken clouds
519,Waipawa,NZ,-41.4122,175.5153,50.63,61,7,5.75,clear sky
520,Qianan,CN,44.9932,124.0581,73.94,73,100,11.65,overcast clouds
521,Riyadh,SA,24.6877,46.7219,82.54,14,0,3.98,clear sky
522,Virginia Beach,US,36.8529,-75.978,85.01,73,75,11.5,broken clouds
523,Rumphi,MW,-11.0186,33.8575,54.54,72,0,3.78,clear sky
524,Nishihara,JP,26.1842,127.7558,85.68,89,75,10.36,broken clouds
525,Bor,RU,56.3567,44.0669,61.56,96,93,2.82,overcast clouds
526,Diapaga,BF,12.0708,1.7889,77.65,64,100,6.04,overcast clouds
527,Mokhotlong,LS,-29.2894,29.0675,33.75,44,0,1.01,clear sky
528,Uyuni,BO,-20.4597,-66.825,35.64,21,0,0.65,clear sky
529,Esfahan,IR,32.6572,51.6776,69.44,17,32,2.77,scattered clouds
530,Marshfield,US,44.6689,-90.1718,71.33,43,1,6.91,clear sky
531,San Quintin,MX,30.4833,-115.95,68.49,81,78,9.1,broken clouds
532,Kruisfontein,ZA,-34.0033,24.7314,46.89,78,90,4.74,overcast clouds
533,Maralal,KE,1.0968,36.698,54.97,85,34,3.4,scattered clouds
534,Talaya,RU,61.3833,152.75,60.49,47,100,11.16,overcast clouds
535,Mahajanga,MG,-15.7167,46.3167,62.62,88,0,4.61,clear sky
536,Cap Malheureux,MU,-19.9842,57.6142,68.47,76,87,3.0,overcast clouds
537,Jingcheng,CN,32.0142,120.2625,83.01,88,100,9.24,overcast clouds
538,Adet,ET,11.2644,37.4888,54.37,95,38,3.22,scattered clouds
539,Okhotsk,RU,59.3833,143.3,61.92,70,59,11.54,broken clouds
540,Kurali,IN,30.8315,76.5785,93.49,35,76,15.12,broken clouds
541,Hobyo,SO,5.3505,48.5268,77.74,81,99,25.7,overcast clouds
542,Kailua,US,21.4022,-157.7394,85.98,57,40,12.66,scattered clouds
543,Ushtobe,KZ,45.2514,77.9838,81.66,37,0,17.07,clear sky
544,Konin,PL,52.2234,18.2512,59.05,97,97,6.62,overcast clouds
545,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,69.69,39,0,3.69,clear sky
546,Kukmor,RU,56.1855,50.8944,64.69,90,0,3.2,clear sky
547,Yafran,LY,32.0633,12.5286,85.53,16,0,8.93,clear sky
548,Sept-Iles,CA,50.2001,-66.3821,54.05,94,25,4.81,scattered clouds
549,Tantangan,PH,6.615,124.7489,83.82,73,100,2.37,overcast clouds
550,Kungsbacka,SE,57.4872,12.0761,63.18,87,96,5.99,overcast clouds
551,Emerald,AU,-23.5333,148.1667,65.34,88,100,5.91,light rain
552,Itarema,BR,-2.9248,-39.9167,75.92,89,100,8.55,overcast clouds
553,Katobu,ID,-4.9408,122.5276,83.25,71,78,4.63,broken clouds
554,Dawlatabad,AF,36.4141,64.9053,86.16,18,3,6.17,clear sky
555,Isangel,VU,-19.55,169.2667,72.95,58,78,19.44,broken clouds
556,Paso De Patria,AR,-27.2454,-58.5454,53.65,67,99,6.91,overcast clouds
557,Kontagora,NG,10.3999,5.4695,74.12,78,96,2.95,light rain
558,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,86,59,8.99,broken clouds
559,Waingapu,ID,-9.6567,120.2641,83.37,59,96,15.3,overcast clouds
560,Opuwo,NA,-18.0607,13.84,57.58,26,0,6.58,clear sky
561,Muli,MV,2.9167,73.5667,82.76,73,27,14.99,scattered clouds
562,Baghdad,IQ,33.3406,44.4009,84.11,30,0,3.44,smoke
563,Ciudad Real,ES,39.0,-4.0,74.1,33,0,5.01,clear sky
564,Wahiawa,US,21.5028,-158.0236,82.72,58,90,12.66,overcast clouds
565,Malanje,AO,-9.5402,16.341,56.3,30,4,4.21,clear sky
566,Chunskiy,RU,56.0815,99.6342,61.84,70,96,6.06,overcast clouds
567,Saquarema,BR,-22.92,-42.5103,66.22,85,10,6.46,clear sky
568,Manzanillo,CU,20.3433,-77.1167,78.08,86,72,8.34,light rain
569,Caborca,MX,30.5838,-111.101,81.14,58,71,11.14,broken clouds
570,Salinas,US,36.6777,-121.6555,78.87,76,90,12.66,overcast clouds
571,Grindavik,IS,63.8424,-22.4338,51.57,100,90,3.44,mist
572,Bayir,TR,37.2687,28.2167,66.72,28,0,3.78,clear sky
573,Henties Bay,NA,-22.116,14.2845,52.86,85,0,5.99,clear sky
574,La Paz,BO,-16.5,-68.15,30.18,43,0,2.3,clear sky
575,Oranjestad,AW,12.524,-70.027,82.35,84,20,5.99,few clouds
576,Jaisalmer,IN,26.9147,70.9181,82.18,69,14,26.4,few clouds
577,Vila Do Maio,CV,15.1333,-23.2167,72.55,79,88,12.55,overcast clouds
578,Berlevag,NO,70.8578,29.0864,49.37,79,39,31.14,scattered clouds
579,Peace River,CA,56.2501,-117.286,84.49,65,56,11.39,broken clouds
580,Ouadda,CF,8.0777,22.4007,65.03,95,100,1.79,overcast clouds
581,Shieli,KZ,44.1667,66.75,89.35,18,1,7.36,clear sky
582,Maniitsoq,GL,65.4167,-52.9,41.74,76,23,4.94,few clouds
583,Aden,YE,12.7794,45.0367,86.56,84,12,9.6,few clouds
584,Wewak,PG,-3.5534,143.6268,82.81,74,100,6.46,overcast clouds
585,Mangai,CD,-4.05,19.5333,68.13,43,97,0.69,overcast clouds
586,Lumut,MY,4.2323,100.6298,81.21,78,62,3.69,broken clouds
587,Puerto Leguizamo,CO,-0.1934,-74.7819,67.12,88,14,1.81,few clouds
588,Abnub,EG,27.2696,31.1511,85.12,29,0,11.32,clear sky
589,Kuytun,RU,54.3419,101.5036,62.4,73,100,9.37,overcast clouds
590,Havoysund,NO,70.9963,24.6622,49.08,85,85,34.16,overcast clouds
591,Touros,BR,-5.1989,-35.4608,76.1,88,48,11.39,scattered clouds
592,Darhan,MN,49.4867,105.9228,54.9,97,100,1.54,overcast clouds
593,Siloam Springs,US,36.1881,-94.5405,75.92,94,20,0.0,few clouds
594,Iquitos,PE,-3.7481,-73.2472,68.04,88,20,3.44,few clouds
595,Kushmurun,KZ,52.4503,64.6311,76.23,49,87,11.48,light rain
596,Enshi,CN,30.3,109.4833,73.63,98,100,0.78,overcast clouds
597,Shevchenkove,UA,49.6959,37.1735,65.98,82,100,5.73,overcast clouds
598,Paita,PE,-5.0892,-81.1144,66.16,83,5,13.91,clear sky
599,Las Vegas,US,36.175,-115.1372,106.48,8,1,13.8,clear sky
600,Houston,US,29.7633,-95.3633,86.4,78,90,1.99,overcast clouds
601,Lavumisa,SZ,-27.31,31.892,56.8,67,0,2.71,clear sky
602,Denpasar,ID,-8.65,115.2167,82.06,78,40,8.05,scattered clouds
603,Porto Novo,BJ,6.4965,2.6036,76.17,92,98,5.57,light rain
604,Kursenai,LT,55.985,22.9189,66.45,93,66,6.49,broken clouds
605,Novo Cruzeiro,BR,-17.4681,-41.8753,58.93,85,98,4.74,overcast clouds
606,Monkey Bay,MW,-14.0728,34.9201,68.76,52,3,7.65,clear sky
607,La Palma,US,33.8464,-118.0467,95.11,63,20,5.01,few clouds
608,Tiarei,PF,-17.5333,-149.3333,84.22,70,43,22.35,scattered clouds
609,Oussouye,SN,12.485,-16.5469,77.25,84,100,4.45,overcast clouds
610,Inuvik,CA,68.3499,-133.7218,58.6,67,92,13.62,overcast clouds
611,Basco,PH,20.4487,121.9702,84.07,74,100,11.5,overcast clouds
612,Baykit,RU,61.67,96.37,63.88,50,100,5.41,overcast clouds
613,Almeirim,BR,-1.5233,-52.5817,76.24,84,99,2.15,overcast clouds
614,Dubbo,AU,-32.25,148.6167,53.73,94,90,5.75,overcast clouds
615,Kavaratti,IN,10.5669,72.642,82.58,77,100,15.97,overcast clouds
616,Labuhan,ID,-6.8844,112.2051,82.31,69,62,3.42,broken clouds
617,Ordynskoye,RU,54.3656,81.8994,63.59,64,100,4.43,overcast clouds
618,Margate,GB,51.3813,1.3862,60.69,74,100,1.01,overcast clouds
619,Akhalgori,GE,42.126,44.4833,69.31,79,100,5.26,overcast clouds
620,Tuatapere,NZ,-46.1333,167.6833,52.83,70,7,4.32,clear sky
621,Makurdi,NG,7.7411,8.5121,74.89,88,86,5.79,overcast clouds
622,Bardiyah,LY,31.7561,25.0865,82.04,51,0,9.57,clear sky
623,Mardin,TR,37.3131,40.7436,78.06,23,0,5.75,clear sky
624,Preston,GB,53.7667,-2.7167,59.49,75,100,2.26,overcast clouds
625,Lakhisarai,IN,25.1768,86.0932,89.11,61,88,6.6,overcast clouds
626,Iqaluit,CA,63.7506,-68.5145,42.53,86,90,8.99,overcast clouds
627,Anahuac,MX,27.2333,-100.15,90.72,42,71,19.55,broken clouds
628,Pennsville,US,39.6535,-75.5166,73.85,83,90,1.01,overcast clouds
629,Tres Picos,MX,15.8667,-93.5333,78.94,85,99,1.81,overcast clouds
630,Clovis,US,36.8252,-119.7029,100.17,29,20,1.01,few clouds
631,Araouane,ML,18.9048,-3.5265,92.23,27,18,13.53,few clouds
632,Hoyerswerda,DE,51.4333,14.25,60.67,86,100,7.52,overcast clouds
633,Kingisepp,RU,59.3733,28.6134,56.46,91,6,4.16,clear sky
634,Isiolo,KE,0.3546,37.5822,63.55,77,57,5.91,broken clouds
635,Vangaindrano,MG,-23.35,47.6,62.19,92,2,5.41,clear sky
636,Pingliang,CN,35.5392,106.6861,68.04,58,100,3.24,light rain
637,Rudbar,AF,30.15,62.6,88.18,19,0,12.19,clear sky
638,Ngunguru,NZ,-35.6167,174.5,59.16,69,97,14.67,overcast clouds
639,Gorele,TR,41.0308,39.0031,72.84,78,0,4.92,clear sky
640,Alindao,CF,5.0267,21.2088,69.96,83,78,3.31,broken clouds
641,Nador,MA,35.174,-2.9287,70.05,88,0,0.0,clear sky
642,Jacqueville,CI,5.2052,-4.4146,80.51,86,100,6.53,light rain
643,Soyo,AO,-6.1349,12.3689,71.46,91,38,5.99,scattered clouds
644,Dagana,MR,16.5165,-15.5068,77.54,64,56,13.58,broken clouds
645,Ardrishaig,GB,56.0157,-5.4481,58.21,97,59,1.68,broken clouds
646,Vinh,VN,18.6667,105.6667,89.31,61,100,9.64,overcast clouds
647,Atlantic City,US,39.3643,-74.4229,72.99,97,20,3.44,few clouds
648,Ca Mau,VN,9.1769,105.15,89.98,55,62,6.67,broken clouds
649,Cabedelo,BR,-6.9811,-34.8339,74.07,82,44,12.08,scattered clouds
650,Malya,TZ,-2.9833,33.5167,62.96,76,93,3.62,overcast clouds
651,Pueblo,US,38.2545,-104.6091,70.56,90,90,1.01,moderate rain
652,West Wendover,US,40.7391,-114.0733,88.81,20,1,8.05,clear sky
653,Ambon,ID,-3.6954,128.1814,78.94,89,40,4.61,moderate rain
654,Mackenzie,CA,55.2999,-123.1698,75.38,68,63,4.76,broken clouds
655,Imbituba,BR,-28.24,-48.6703,59.83,89,50,7.67,scattered clouds
656,Kilindoni,TZ,-7.9139,39.6668,77.43,68,100,15.35,overcast clouds
657,Kalia,BD,23.0396,89.6328,84.58,82,97,9.55,overcast clouds
658,Petit Goave,HT,18.4314,-72.8669,82.58,78,91,7.05,overcast clouds
659,Kem,RU,64.9555,34.5793,50.52,58,0,4.65,clear sky
660,Hami,CN,42.8,93.45,85.73,16,18,5.86,few clouds
661,Novoagansk,RU,61.9449,76.6625,59.32,71,57,13.51,broken clouds
662,Nagato,JP,34.3833,131.2,79.25,90,100,2.44,overcast clouds
663,Mindelo,CV,16.8901,-24.9804,71.56,81,21,14.0,few clouds
664,Nyrob,RU,60.733,56.7202,67.44,93,100,1.14,overcast clouds
665,Ocean City,US,39.2776,-74.5746,72.99,92,100,9.55,overcast clouds
666,Havelock,US,34.8791,-76.9013,81.01,87,40,8.99,scattered clouds
667,Ergani,TR,38.2653,39.7621,77.72,29,6,7.99,clear sky
668,Pervomayskoye,RU,43.919,46.7102,74.21,53,0,4.76,clear sky
669,Lucapa,AO,-8.4192,20.7447,60.96,30,3,4.09,clear sky
670,Kargasok,RU,59.0556,80.8572,72.07,73,98,14.25,light rain
671,Mugur-Aksy,RU,50.35,90.5,52.11,59,40,8.23,scattered clouds
672,High Level,CA,58.5169,-117.136,82.69,46,1,16.13,clear sky
